,name,link,tel,email,website,addr,rank,ratings,review_num
4646,Atelier de cuisine Table Rouge,http://www.tripadvisor.ca/Restaurant_Review-g155032-d11712406-Reviews-Atelier_de_cuisine_Table_Rouge-Montreal_Quebec.html,+1 514-867-4300,mailto:info@ateliertablerouge.com,Website,"14390 boul. Gouin O., Montreal, Quebec H9H 1B1 Canada",,,
4647,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261341-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-642-4011,mailto:TimHortons103758@timzone.com,Website,"15560 Rue Sherbrooke Est, Montreal, Quebec H1A 1C9 Canada",,,
4648,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261333-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-327-1646,mailto:TimHortons103717@timzone.com,Website,"9464 Lacordaire St Leonard, Montreal, Quebec H1R 0C4 Canada",,,
4649,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261322-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-345-7234,mailto:TimHortons103683@timzone.com,Website,"555 Rue Mcarthur, Montreal, Quebec H4T 1T4 Canada",,,
4650,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261306-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-353-6797,mailto:TimHortons103636@timzone.com,Website,"10005, Boul Louis H Lafontaine, Montreal, Quebec H1J 2M5 Canada",,,
4651,Dosa & Curries,http://www.tripadvisor.ca/Restaurant_Review-g155032-d21381950-Reviews-Dosa_Curries-Montreal_Quebec.html,+1 514-739-2760,mailto:dosaandcurries@gmail.com,Website,"5701 Côte-des-neiges Rd, Montreal, Montreal, Quebec H3S 1Y7 Canada",,,
4652,Paradise Biryani Pointe,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736054-Reviews-Paradise_Biryani_Pointe-Montreal_Quebec.html,+1 514-935-1515,,Website,"1439 Rue Saint Mathieu, Montreal, Quebec H3H 2M4 Canada",,,
4653,Saveurs de Damas,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5103076-Reviews-Saveurs_de_Damas-Montreal_Quebec.html,+1 514-839-6232,,Website,"2660 avenue Kent, Montreal, Quebec H3S 1M7 Canada",,,
4654,Planet Zanga Sushi,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736043-Reviews-Planet_Zanga_Sushi-Montreal_Quebec.html,+1 514-225-3333,,,"1394 Rue Beaubien Est, Montreal, Quebec H2G 1K9 Canada",,,
4655,Thai Express,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15595580-Reviews-Thai_Express-Montreal_Quebec.html,+1 514-336-8885,mailto:thaiexpressplaces@gmail.com,Website,"8150 Trans Canada Highway, St Laurent Suite #200, Montreal, Quebec H4S 1M5 Canada",,,
4656,Subway,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4871578-Reviews-Subway-Montreal_Quebec.html,+1 514-524-7266,,Website,"3501 Rue Ontario East, Montreal, Quebec H1W 1R4 Canada",,,
4657,Igarashi,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4848729-Reviews-Igarashi-Montreal_Quebec.html,+1 514-842-8686,,,"215 Rue Sainte-Catherine Est, Montreal, Quebec H2X 1L2 Canada",,,
4658,Fresh Mint,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735968-Reviews-Fresh_Mint-Montreal_Quebec.html,+1 514-876-9000,,Website,"681 Rue De La Commune Ouest, Montreal, Quebec H3C 1X6 Canada",,,
4659,Bazarette,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19093038-Reviews-Bazarette-Montreal_Quebec.html,+1 514-929-9463,mailto:info@bazarette.com,Website,"1280 Av Des Canadiens-De-Montréal, Montreal, Quebec H3B 2S2 Canada",,,
4660,A Beverage Store,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735959-Reviews-A_Beverage_Store-Montreal_Quebec.html,+1 514-607-8318,,Website,"1863 Rue Sainte Catherine Ouest, Montreal, Quebec H3H 1M2 Canada",,,
4661,Subway,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4871526-Reviews-Subway-Montreal_Quebec.html,+1 450-692-1386,,Website,"879 St Jean Baptiste Blvd, Montreal, Quebec J6R 2K8 Canada",,,
4662,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261192-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-461-1006,mailto:TimHortons103221@timzone.com,Website,"5800 Av Christophe-colomb, Montreal, Quebec H2S 2G2 Canada",,,
4663,Riad Kabab Express,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735949-Reviews-Riad_Kabab_Express-Montreal_Quebec.html,+1 514-840-0330,,Website,"2 Rue Sherbrooke Est, Montreal, Quebec H2X 1C2 Canada",,,
4664,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261189-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-842-0549,mailto:TimHortons103218@timzone.com,Website,"977 Rue Ste-catherine Ouest Suite 303, Montreal, Quebec H3B 4W3 Canada",,,
4665,Restaurant Pintxo,http://www.tripadvisor.ca/Restaurant_Review-g155032-d20295703-Reviews-Restaurant_Pintxo-Montreal_Quebec.html,+1 438-223-6917,mailto:info@pintxo.ca,Website,"30 Rue Sainte-Catherine, Montreal, Quebec H2X 0C8 Canada",,,
4666,Kofi Crepe,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735934-Reviews-Kofi_Crepe-Montreal_Quebec.html,+1 438-315-4443,mailto:info@koficrepe.com,Website,"4483 Rue Saint Denis, Montreal, Quebec H2J 2L2 Canada",,,
4667,Raviolis Encore Une Fois,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735929-Reviews-Raviolis_Encore_Une_Fois-Montreal_Quebec.html,,,,"1111 Rue Saint-Urbain, Montreal, Quebec H2Z 1Y6 Canada",,,
4668,Wok ToGo Cremazie,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735916-Reviews-Wok_ToGo_Cremazie-Montreal_Quebec.html,+1 514-389-8686,mailto:woktogocremazie@gmail.com,Website,"110 boul Crémazie O, Montreal, Quebec H2P 1B9 Canada",,,
4669,Restaurant Fameux delicatessen,http://www.tripadvisor.ca/Restaurant_Review-g155032-d21022271-Reviews-Restaurant_Fameux_delicatessen-Montreal_Quebec.html,+1 514-845-8732,,,"4500 rue St.Denis, Montreal, Quebec Canada",,,
4670,Subway,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4871459-Reviews-Subway-Montreal_Quebec.html,+1 514-750-7196,,Website,"6400 Rue Beaubien Est, Montreal, Quebec H1M 3G8 Canada",,,
4671,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261081-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-379-3051,mailto:TimHortons102948@timzone.com,Website,"950 Marcel-laurin, Montreal, Quebec H4M 2N2 Canada",,,
4672,Le Ti Poke,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735837-Reviews-Le_Ti_Poke-Montreal_Quebec.html,+1 438-939-6616,,Website,"5264 Boulevard Saint Laurent, Montreal, Quebec H2T 1S1 Canada",,,
4673,Restaurant Juihra,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735831-Reviews-Restaurant_Juihra-Montreal_Quebec.html,+1 514-543-6993,,Website,"930 Rue Roy Est, Montreal, Quebec H2L 1E7 Canada",,,
4674,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261055-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-744-2651,mailto:TimHortons102904@timzone.com,Website,"400 Marcel-laurin, Montreal, Quebec H4M 2L4 Canada",,,
4675,La Perle Antillaise,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735806-Reviews-La_Perle_Antillaise-Montreal_Quebec.html,+1 514-603-3249,,Website,"7669 Rue Saint Hubert, Montreal, Quebec H2R 2N7 Canada",,,
4676,Boustan,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735803-Reviews-Boustan-Montreal_Quebec.html,+1 514-733-4999,,Website,"5700 Chemin De La Cote Des Neiges, Montreal, Quebec H3T 2A8 Canada",,,
4677,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261040-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-331-7171,mailto:TimHortons102858@timzone.com,Website,"2323 Boul Marcel-laurin, Montreal, Quebec H4R 1K4 Canada",,,
4678,Subway,http://www.tripadvisor.ca/Restaurant_Review-g155032-d13949465-Reviews-Subway-Montreal_Quebec.html,+1 514-933-2090,mailto:gerantcusm@gmail.com,Website,"1001 Boulevard Decarie Local Ds 18064 Suite 114, Montreal, Quebec H4A 0A5 Canada",,,
4679,Chicha,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15235308-Reviews-Chicha-Montreal_Quebec.html,+1 514-621-6626,,,"2162 Saint Catherine Street, Montreal, Quebec H3H 1M7 Canada",,,
4680,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261022-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-352-0878,mailto:TimHortons102800@timzone.com,Website,"7295, Boul Des Galeries-danjou, Montreal, Quebec H1M 2W2 Canada",,,
4681,Thai Express,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15590128-Reviews-Thai_Express-Montreal_Quebec.html,+1 514-979-8988,,Website,"625 Sainte-Catherine O Promenades Cathedrale, Montreal, Quebec H3B 1B7 Canada",,,
4682,Le Kioko,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735762-Reviews-Le_Kioko-Montreal_Quebec.html,+1 514-657-7979,,Website,"3735 Rue Notre-Dame Ouest, Montreal, Quebec H4C 1P8 Canada",,,
4683,Branzino Restaurant & Bar,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735757-Reviews-Branzino_Restaurant_Bar-Montreal_Quebec.html,+1 514-441-9630,,Website,"50 Boul. Rene-Levesque O. (Mezzanine floor), Montreal, Quebec H2Z 1A2 Canada",,,
4684,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260990-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-334-5222,mailto:TimHortons102715@timzone.com,Website,"3838, Boul. De La Cote-vertu, Montreal, Quebec H4R 1P8 Canada",,,
4685,Cambo Thai,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735747-Reviews-Cambo_Thai-Montreal_Quebec.html,+1 514-849-0556,,Website,"1660 Rue Jarry Est, Montreal, Quebec H2E 1B3 Canada",,,
4686,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260988-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-488-6286,mailto:TimHortons102717@timzone.com,Website,"2160, Boul. Decarie, Montreal, Quebec H4A 3J3 Canada",,,
4687,Le Coin Social,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735738-Reviews-Le_Coin_Social-Montreal_Quebec.html,+1 514-843-6393,,Website,"3575 Avenue Du Parc, Montreal, Quebec H2X 3P9 Canada",,,
4688,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260977-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-352-2714,mailto:TimHortons102671@timzone.com,Website,"9201, Boul. Metropolitain, Montreal, Quebec H1J 1K2 Canada",,,
4689,Pizza Pizza,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735729-Reviews-Pizza_Pizza-Montreal_Quebec.html,+1 514-737-1111,,Website,"1270 Rue Jarry Est, Montreal, Quebec H2P 1X1 Canada",,,
4690,Rino Pizza,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735725-Reviews-Rino_Pizza-Montreal_Quebec.html,+1 514-381-5992,,,"1545 Henri-Bourassa Blvd W, Montreal, Quebec H3M 1X6 Canada",,,
4691,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260948-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-286-0404,mailto:TimHortons102593@timzone.com,Website,"666, Sherbooke Ouest, Montreal, Quebec H3A 0B2 Canada",,,
4692,Souriana (Bishop),http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735700-Reviews-Souriana_Bishop-Montreal_Quebec.html,+1 514-875-5666,,Website,"1249 Rue Bishop, Montreal, Quebec H3G 2E2 Canada",,,
4693,Zouki's,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12946401-Reviews-Zouki_s-Montreal_Quebec.html,+1 514-937-7321,,,"1001 Boulevard Decarie, Montreal, Quebec H4A 3J1 Canada",,,
4694,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260928-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-368-3330,mailto:TimHortons102522@timzone.com,Website,"7077 Boul Newman Local 03040, Montreal, Quebec H8N 1X1 Canada",,,
4695,Chez Sen,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12997817-Reviews-Chez_Sen-Montreal_Quebec.html,,,,,,,
4696,Sushi Shop,http://www.tripadvisor.ca/Restaurant_Review-g155032-d16726770-Reviews-Sushi_Shop-Montreal_Quebec.html,+1 514-313-5849,,Website,"895 West Gauchetiere Blvd, Montreal, Quebec H3B 4G1 Canada",,,
4697,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260896-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-351-1229,mailto:TimHortons102453@timzone.com,Website,"6270, Boul Louis-h. Lafontaine, Montreal, Quebec H1M 1S8 Canada",,,
4698,Bongusto Restaurant,http://www.tripadvisor.ca/Restaurant_Review-g155032-d705062-Reviews-Bongusto_Restaurant-Montreal_Quebec.html,+1 514-274-1015,,,"150 Rue Jean-Talon E, Montreal, Quebec H2R 1S7 Canada",,,
4699,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260867-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-881-8880,mailto:TimHortons102392@timzone.com,Website,"7545 Boul Maurice-duplessis, Montreal, Quebec H1E 7N2 Canada",,,
4700,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260813-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-255-0832,mailto:TimHortons102271@timzone.com,Website,"6860 Rue Sherbrooke Est, Montreal, Quebec H1N 1E2 Canada",,,
4701,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260788-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-739-2016,mailto:TimHortons102206@timzone.com,Website,"4819, Av. Van Horne Local 117 A, Montreal, Quebec H3W 1J2 Canada",,,
4702,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260779-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-729-2398,mailto:TimHortons102198@timzone.com,Website,"4085, Rue Belanger, Montreal, Quebec H1X 1B9 Canada",,,
4703,Subway,http://www.tripadvisor.ca/Restaurant_Review-g155032-d20327021-Reviews-Subway-Montreal_Quebec.html,+1 514-507-8083,,Website,"765 Legendre Estates, Montreal, Quebec H2M 1H1 Canada",,,
4704,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260734-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-395-1207,mailto:TimHortons102093@timzone.com,Website,"605 Boul Rene Levesque, Montreal, Quebec H3B 1P5 Canada",,,
4705,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260658-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-251-9940,mailto:TimHortons101897@timzone.com,Website,"5778 Rue Notre-dame Est, Montreal, Quebec H1N 2C5 Canada",,,
4706,Subway,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5771020-Reviews-Subway-Montreal_Quebec.html,+1 514-528-9160,,Website,"1399 Ontario Estates, Montreal, Quebec H2L 1S2 Canada",,,
4707,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260541-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-342-1315,mailto:TimHortons101575@timzone.com,Website,"5985, Ch De La Cote-des-neiges, Montreal, Quebec H3S 1Z2 Canada",,,
4708,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260526-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-384-3988,mailto:TimHortons101534@timzone.com,Website,"790, Boul. Cremazie Est, Montreal, Quebec H2P 1G3 Canada",,,
4709,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260456-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-486-0552,mailto:TimHortons101292@timzone.com,Website,"5180, Boul. Decarie, Montreal, Quebec H3X 2H9 Canada",,,
4710,Restaurant In'n Out,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4849518-Reviews-Restaurant_In_n_Out-Montreal_Quebec.html,+1 514-931-3222,,,"1618 Rue Lincoln, Montreal, Quebec H3H 1G9 Canada",,,
4711,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260420-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-522-6307,mailto:TimHortons101189@timzone.com,Website,"2155 Boul De Maisonneuve Est, Montreal, Quebec H2K 4S3 Canada",,,
4712,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260401-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-748-2920,mailto:TimHortons101145@timzone.com,Website,"1191, Boul. Decarie, Montreal, Quebec H4L 3M8 Canada",,,
4713,Sushi,http://www.tripadvisor.ca/Restaurant_Review-g155032-d8651096-Reviews-Sushi-Montreal_Quebec.html,,,Website,"1669 Saint-Denis St, Montreal, Quebec H2X 3K4 Canada",,,
4714,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260337-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-939-7859,mailto:TimHortons100892@timzone.com,Website,"700 Av Atwater, Montreal, Quebec H4C 2G9 Canada",,,
4715,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260280-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-352-5280,mailto:TimHortons100751@timzone.com,Website,"7150 Rue Jarry Est, Montreal, Quebec H1J 1G5 Canada",,,
4716,Cric Crac,http://www.tripadvisor.ca/Restaurant_Review-g155032-d21329480-Reviews-Cric_Crac-Montreal_Quebec.html,+1 514-328-6161,mailto:criccrac01@gmail.com,Website,"9185 Boul Saint-Michel, Montreal, Quebec H1Z 3G6 Canada",,,
4717,KFC,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5775378-Reviews-KFC-Montreal_Quebec.html,+1 514-366-4761,,Website,"7077 Boulevard Newman, Montreal, Quebec H8N 1X1 Canada",,,
4718,Tacos Frida Village,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19743356-Reviews-Tacos_Frida_Village-Montreal_Quebec.html,+1 514-548-2061,,Website,"1477 Rue Sainte Catherine Est, Montreal, Quebec H2L 2H9 Canada",,,
4719,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260144-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-727-3432,mailto:TimHortons100265@timzone.com,Website,"8055 Boul St Michel, Montreal, Quebec H1Z 3C9 Canada",,,
4720,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260140-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-521-2646,mailto:TimHortons100255@timzone.com,Website,"2460 Rue Dandurand, Montreal, Quebec H2G 2A3 Canada",,,
4721,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15774407-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-956-0564,mailto:timhortons107260@timzone.com,Website,"3650 Salaberry, Montreal, Quebec H8Y 3L4 Canada",,,
4722,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15855103-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-253-1386,mailto:TimHortons100203@timzone.com,Website,"6765 Rue Hochelaga, Montreal, Quebec H1N 1Y2 Canada",,,
4723,Tony Macaroni's,http://www.tripadvisor.ca/Restaurant_Review-g155032-d710225-Reviews-Tony_Macaroni_s-Montreal_Quebec.html,+1 519-969-5300,,,"5844 Malden Rd., Montreal, Quebec N9H 1S4 Canada",,,
4724,Creme & Cornet,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4850043-Reviews-Creme_Cornet-Montreal_Quebec.html,+1 514-419-8444,,,"62 Jarry Est, Montreal, Quebec H2P 1T1 Canada",,,
4725,Restaurant Jwaya,http://www.tripadvisor.ca/Restaurant_Review-g155032-d6001555-Reviews-Restaurant_Jwaya-Montreal_Quebec.html,+1 514-762-0001,,,"5831 Boul Monk, Montreal, Quebec H4E 3H2 Canada",,,
4726,Queues de Castor,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19322671-Reviews-Queues_de_Castor-Montreal_Quebec.html,+1 514-397-2000,mailto:laronde@beavertails.com,Website,"22 Chemin Macdonald, Montreal, Quebec H3C 6A3 Canada",,,
4727,Maquis Yasolo,http://www.tripadvisor.ca/Restaurant_Review-g155032-d20145614-Reviews-Maquis_Yasolo-Montreal_Quebec.html,+1 514-248-4498,,Website,"3763 Rue Notre-Dame Ouest, Montreal, Quebec H4C 1P8 Canada",,,
4728,Maison De Nouilles,http://www.tripadvisor.ca/Restaurant_Review-g155032-d967963-Reviews-Maison_De_Nouilles-Montreal_Quebec.html,+1 514-933-2288,,,"1800 De Maisonneuve Blvd W, Montreal, Quebec H3H 1J8 Canada",,,
4729,La Tasse Rouge,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12970499-Reviews-La_Tasse_Rouge-Montreal_Quebec.html,+1 438-290-1333,mailto:info@latasserouge.ca,Website,"3756 Rue Masson, Montreal, Quebec H1X 1S6 Canada",,,
4730,Minato,http://www.tripadvisor.ca/Restaurant_Review-g155032-d8547167-Reviews-Minato-Montreal_Quebec.html,,,,"4260 Beaubien East, Montreal, Quebec H1T 1S6 Canada",,,
4731,Queues de Castor,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19275655-Reviews-Queues_de_Castor-Montreal_Quebec.html,+1 514-385-5566,,Website,"901 Boul Cremazie o, Montreal, Quebec H4N 3M5 Canada",,,
4732,Mimi & Jones,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19888330-Reviews-Mimi_Jones-Montreal_Quebec.html,+1 438-375-4646,,Website,"5149 Avenue du Parc, Montreal, Quebec H2V 4G3 Canada",,,
4733,Club Insiders Plateau,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19088110-Reviews-Club_Insiders_Plateau-Montreal_Quebec.html,+1 514-980-2015,mailto:insidersmtl@gmail.com,Website,"4451, Rue St-denis, Montreal, Quebec H2J 2L2 Canada",,,
4734,Savourez,http://www.tripadvisor.ca/Restaurant_Review-g155032-d11813096-Reviews-Savourez-Montreal_Quebec.html,,,,"3458 Avenue du Parc, Montreal, Quebec H2X 2H5 Canada",,,
4735,Patisserie chez Chow Pastry shop,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4020747-Reviews-Patisserie_chez_Chow_Pastry_shop-Montreal_Quebec.html,+1 514-904-0650,,Website,"16 Rue de la Gauchetiere Est De Chambly, Montreal, Quebec H2X 1P3 Canada",,,
4736,Snatch,http://www.tripadvisor.ca/Restaurant_Review-g155032-d21288531-Reviews-Snatch-Montreal_Quebec.html,+1 438-448-5015,,Website,"4675 Boul. St-Laurent, Montreal, Quebec H2T 1R2 Canada",,,
4737,KFC,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5769419-Reviews-KFC-Montreal_Quebec.html,+1 514-645-6941,,Website,"1375 Boulevard St Jean Baptiste, Montreal, Quebec H1B 4A2 Canada",,,
4738,Cafe Dayzzz's,http://www.tripadvisor.ca/Restaurant_Review-g155032-d6875183-Reviews-Cafe_Dayzzz_s-Montreal_Quebec.html,+1 514-564-1888,mailto:cafedayzzzs@gmail.com,Website,"1443 Lambert Closse, Montreal, Quebec H3H 1Z5 Canada",,,
4739,Julien Specificites Demo,http://www.tripadvisor.ca/Restaurant_Review-g155032-d21075924-Reviews-Julien_Specificites_Demo-Montreal_Quebec.html,+1 514-934-2802,mailto:sasha.sashimi.3000@gmail.com,Website,"939-16 Place du Commerce, Montreal, Quebec H3E 2A5 Canada",,,
4740,Copper Branch - TMR,http://www.tripadvisor.ca/Restaurant_Review-g155032-d14024479-Reviews-Copper_Branch_TMR-Montreal_Quebec.html,+1 514-731-3144,mailto:CB@CopperBranch.ca,Website,"2392 Chemin Lucerne, Montreal, Quebec H3R 2J8 Canada",,,
4741,Yu Hang,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2323238-Reviews-Yu_Hang-Montreal_Quebec.html,+1 514-866-8788,,,"400 Boul Rene-Levesque O, Montreal, Quebec H2Z 1V5 Canada",,,
4742,Razgulyaevo,http://www.tripadvisor.ca/Restaurant_Review-g155032-d16730463-Reviews-Razgulyaevo-Montreal_Quebec.html,+1 514-755-5870,,,"5131 Décarie, Montreal, Quebec H3W 3C2 Canada",,,
